nb_drones: 5

# ── HUBS ──
start_hub: hub_21509749 51124 544073 [color=green max_drones=5]
hub: node_151207455 51734 544435 [zone=normal color=blue max_drones=2]
hub: node_1431752273 51731 544434 [zone=normal color=blue max_drones=2]
hub: node_425659612 51734 544424 [zone=normal color=blue max_drones=2]
hub: node_151207889 51742 544438 [zone=normal color=blue max_drones=2]
hub: node_1711224515 51741 544431 [zone=normal color=blue max_drones=2]
hub: node_158698693 51340 544305 [zone=normal color=blue max_drones=2]
hub: node_158703762 51369 544273 [zone=normal color=blue max_drones=2]
hub: node_158707427 51307 544284 [zone=normal color=blue max_drones=2]
hub: node_1554351923 51306 544289 [zone=normal color=blue max_drones=2]
hub: node_1554351919 51283 544287 [zone=normal color=blue max_drones=2]
hub: node_158707431 51305 544299 [zone=normal color=blue max_drones=2]
hub: node_1559022281 51360 544192 [zone=normal color=blue max_drones=2]
hub: node_1559022255 51352 544172 [zone=normal color=blue max_drones=2]
hub: node_160328051 51352 544168 [zone=normal color=blue max_drones=2]
hub: node_1559022230 51353 544162 [zone=normal color=blue max_drones=2]
hub: node_1295205803 51368 544180 [zone=normal color=blue max_drones=2]
hub: node_162386300 51529 544695 [zone=normal color=blue max_drones=2]
hub: node_162386375 51546 544769 [zone=normal color=blue max_drones=2]
hub: node_162386309 51522 544756 [zone=normal color=blue max_drones=2]
hub: node_165209670 51333 544330 [zone=normal color=blue max_drones=2]
hub: node_188928900 51698 544472 [zone=normal color=blue max_drones=2]
hub: node_427963447 51716 544456 [zone=normal color=blue max_drones=2]
hub: node_394866898 51655 544237 [zone=normal color=blue max_drones=10]
hub: node_197722848 51892 544219 [zone=normal color=blue max_drones=2]
hub: node_197737475 51893 544227 [zone=normal color=blue max_drones=2]
hub: node_197737671 51886 544221 [zone=normal color=blue max_drones=2]
hub: node_197743836 51867 544251 [zone=normal color=blue max_drones=2]
hub: node_203702073 51490 544615 [zone=normal color=blue max_drones=10]
hub: node_354939751 51490 544610 [zone=normal color=blue max_drones=2]
hub: node_203702103 51495 544596 [zone=normal color=blue max_drones=10]
hub: node_712768134 51495 544587 [zone=normal color=blue max_drones=10]
hub: node_203702112 51492 544617 [zone=normal color=blue max_drones=10]
hub: node_1109896986 51489 544626 [zone=normal color=blue max_drones=10]
hub: node_524693819 51492 544626 [zone=normal color=blue max_drones=10]
hub: node_224570646 51093 544890 [zone=normal color=blue max_drones=2]
hub: node_291408206 51095 544894 [zone=normal color=blue max_drones=2]
hub: node_1141013832 51078 544888 [zone=normal color=blue max_drones=2]
hub: node_1431732876 51653 544445 [zone=normal color=blue max_drones=2]
hub: node_243729405 51324 544439 [zone=normal color=blue max_drones=2]
hub: node_1536878563 51316 544439 [zone=normal color=blue max_drones=2]
hub: node_249853417 51326 544434 [zone=normal color=blue max_drones=2]
hub: node_269474571 51324 544448 [zone=normal color=blue max_drones=2]
hub: node_245962366 51528 544054 [zone=normal color=blue max_drones=2]
hub: node_1369147084 51511 544071 [zone=normal color=blue max_drones=2]
hub: node_1378696354 51488 544057 [zone=normal color=blue max_drones=2]
hub: node_247453187 51561 544146 [zone=normal color=blue max_drones=2]
hub: node_249138232 51499 544308 [zone=normal color=blue max_drones=2]
hub: node_249138233 51504 544304 [zone=normal color=blue max_drones=2]
hub: node_249138662 51504 544302 [zone=normal color=blue max_drones=2]
hub: node_249138234 51504 544295 [zone=normal color=blue max_drones=2]
hub: node_8375223046 51488 544287 [zone=normal color=blue max_drones=5]
hub: node_973992448 51517 544295 [zone=normal color=blue max_drones=2]
hub: node_249138667 51507 544302 [zone=normal color=blue max_drones=2]
hub: node_249139448 51528 544296 [zone=normal color=blue max_drones=2]
hub: node_249145715 51615 544358 [zone=normal color=blue max_drones=2]
hub: node_249145717 51619 544358 [zone=normal color=blue max_drones=2]
hub: node_2271834339 51613 544358 [zone=normal color=blue max_drones=2]
hub: node_619379683 51622 544361 [zone=normal color=blue max_drones=2]
hub: node_2725213478 51629 544362 [zone=normal color=blue max_drones=2]
hub: node_249146883 51651 544364 [zone=normal color=blue max_drones=2]
hub: node_534967484 51652 544371 [zone=normal color=blue max_drones=10]
hub: node_750724901 51642 544319 [zone=normal color=blue max_drones=2]
hub: node_249173794 51628 544362 [zone=normal color=blue max_drones=10]
hub: node_249173795 51629 544366 [zone=normal color=blue max_drones=10]
hub: node_249173796 51629 544369 [zone=normal color=blue max_drones=10]
hub: node_5017043029 51629 544372 [zone=normal color=blue max_drones=10]
hub: node_534969438 51631 544372 [zone=normal color=blue max_drones=10]
hub: node_1558436872 51629 544374 [zone=normal color=blue max_drones=10]
hub: node_5017044036 51629 544373 [zone=normal color=blue max_drones=10]
hub: node_249180260 51664 544318 [zone=normal color=blue max_drones=2]
hub: node_1109291619 51662 544304 [zone=normal color=blue max_drones=2]
hub: node_2269908002 51674 544317 [zone=normal color=blue max_drones=10]
hub: node_249850865 51354 544467 [zone=normal color=blue max_drones=2]
hub: node_249850877 51345 544453 [zone=normal color=blue max_drones=2]
hub: node_249850878 51339 544451 [zone=normal color=blue max_drones=2]
hub: node_249853406 51347 544443 [zone=normal color=blue max_drones=2]
hub: node_249850899 51333 544441 [zone=normal color=blue max_drones=2]
hub: node_249853407 51340 544442 [zone=normal color=blue max_drones=2]
hub: node_249853409 51304 544439 [zone=normal color=blue max_drones=2]
hub: node_1536878599 51308 544439 [zone=normal color=blue max_drones=2]
hub: node_249854187 51326 544439 [zone=normal color=blue max_drones=2]
hub: node_667748637 51367 544435 [zone=normal color=blue max_drones=2]
hub: node_667748632 51330 544439 [zone=normal color=blue max_drones=2]
hub: node_249855209 51288 544482 [zone=normal color=blue max_drones=2]
hub: node_1536878658 51281 544477 [zone=normal color=blue max_drones=10]
hub: node_249856146 51297 544556 [zone=normal color=blue max_drones=2]
hub: node_451699807 51258 544508 [zone=normal color=blue max_drones=10]
hub: node_249857442 51223 544747 [zone=normal color=blue max_drones=2]
hub: node_619256685 51223 544758 [zone=normal color=blue max_drones=2]
hub: node_249857450 51271 544742 [zone=normal color=blue max_drones=2]
hub: node_249862422 51281 544755 [zone=normal color=blue max_drones=2]
hub: node_249859122 51330 544751 [zone=normal color=blue max_drones=2]
hub: node_668588037 51223 544766 [zone=normal color=blue max_drones=2]
hub: node_561046441 51224 544775 [zone=normal color=blue max_drones=2]
hub: node_250135672 51230 544517 [zone=normal color=blue max_drones=2]
hub: node_250135679 51241 544513 [zone=normal color=blue max_drones=2]
hub: node_250135683 51248 544515 [zone=normal color=blue max_drones=2]
hub: node_281803220 51195 544554 [zone=normal color=blue max_drones=2]
hub: node_250138562 51261 544554 [zone=normal color=blue max_drones=2]
hub: node_423011607 51249 544556 [zone=normal color=blue max_drones=2]
hub: node_423011621 51258 544559 [zone=normal color=blue max_drones=2]
hub: node_250138595 51277 544567 [zone=normal color=blue max_drones=2]
hub: node_250138564 51253 544567 [zone=normal color=blue max_drones=2]
hub: node_250138565 51251 544571 [zone=normal color=blue max_drones=2]
hub: node_250138571 51243 544562 [zone=normal color=blue max_drones=2]
hub: node_250138569 51266 544572 [zone=normal color=blue max_drones=2]
hub: node_250138567 51253 544577 [zone=normal color=blue max_drones=2]
hub: node_429221847 51236 544576 [zone=normal color=blue max_drones=2]
hub: node_619256647 51253 544580 [zone=normal color=blue max_drones=2]
hub: node_250138592 51271 544574 [zone=normal color=blue max_drones=2]
hub: node_429221845 51241 544561 [zone=normal color=blue max_drones=2]
hub: node_250138572 51296 544582 [zone=normal color=blue max_drones=2]
hub: node_441752851 51289 544580 [zone=normal color=blue max_drones=2]
hub: node_441752850 51292 544573 [zone=normal color=blue max_drones=2]
hub: node_250138597 51297 544575 [zone=normal color=blue max_drones=2]
hub: node_250420512 51426 544823 [zone=normal color=blue max_drones=10]
hub: node_1502266742 51465 544803 [zone=normal color=blue max_drones=10]
hub: node_9252812060 51443 544818 [zone=normal color=blue max_drones=10]
hub: node_251355070 51281 544370 [zone=normal color=blue max_drones=2]
hub: node_251356045 51285 544370 [zone=normal color=blue max_drones=2]
hub: node_251355082 51298 544370 [zone=normal color=blue max_drones=2]
hub: node_251356059 51298 544380 [zone=normal color=blue max_drones=2]
hub: node_251355125 51330 544390 [zone=normal color=blue max_drones=5]
hub: node_251355099 51308 544401 [zone=normal color=blue max_drones=2]
hub: node_251355135 51316 544387 [zone=normal color=blue max_drones=2]
hub: node_599983784 51285 544380 [zone=normal color=blue max_drones=2]
hub: node_493175328 51298 544393 [zone=normal color=blue max_drones=2]
hub: node_493174897 51312 544380 [zone=normal color=blue max_drones=2]
hub: node_364358501 51431 544357 [zone=normal color=blue max_drones=2]
hub: node_268094766 51757 544396 [zone=normal color=blue max_drones=2]
hub: node_254504958 51758 544395 [zone=normal color=blue max_drones=2]
hub: node_268094763 51746 544390 [zone=normal color=blue max_drones=2]
hub: node_255393387 51506 544102 [zone=normal color=blue max_drones=2]
hub: node_255393391 51507 544101 [zone=normal color=blue max_drones=2]
hub: node_2996241301 51508 544102 [zone=normal color=blue max_drones=2]
hub: node_255393395 51508 544103 [zone=normal color=blue max_drones=2]
hub: node_2996241305 51508 544103 [zone=normal color=blue max_drones=2]
hub: node_255393397 51516 544101 [zone=normal color=blue max_drones=2]
hub: node_255393398 51513 544102 [zone=normal color=blue max_drones=2]
hub: node_255393401 51508 544106 [zone=normal color=blue max_drones=2]
hub: node_1561763000 51507 544103 [zone=normal color=blue max_drones=2]
hub: node_725562134 51351 544043 [zone=normal color=blue max_drones=2]
hub: node_255713054 51342 544042 [zone=normal color=blue max_drones=2]
hub: node_272475558 51340 544041 [zone=normal color=blue max_drones=2]
hub: node_272475515 51350 544043 [zone=normal color=blue max_drones=2]
hub: node_272475523 51341 544049 [zone=normal color=blue max_drones=2]
hub: node_255713083 51334 544051 [zone=normal color=blue max_drones=2]
hub: node_725549084 51334 544042 [zone=normal color=blue max_drones=2]
hub: node_255723996 51370 544061 [zone=normal color=blue max_drones=2]
hub: node_257431731 51091 544937 [zone=normal color=blue max_drones=2]
hub: node_291408292 51094 544932 [zone=normal color=blue max_drones=2]
hub: node_290230299 51073 544964 [zone=normal color=blue max_drones=2]
hub: node_290270807 51101 544939 [zone=normal color=blue max_drones=2]
hub: node_291408278 51083 544928 [zone=normal color=blue max_drones=2]
hub: node_257431754 51062 544964 [zone=normal color=blue max_drones=2]
hub: node_9417458956 51052 544965 [zone=normal color=blue max_drones=2]
hub: node_13391813000 51063 544963 [zone=normal color=blue max_drones=2]
hub: node_257431760 51064 544969 [zone=normal color=blue max_drones=2]
hub: node_13645270407 51063 544965 [zone=normal color=blue max_drones=2]
hub: node_257736719 51209 544016 [zone=normal color=blue max_drones=2]
hub: node_263763433 51212 544012 [zone=normal color=blue max_drones=2]
hub: node_881323047 51206 544038 [zone=normal color=blue max_drones=2]
hub: node_257736738 51228 544007 [zone=normal color=blue max_drones=2]
hub: node_264649791 51238 544001 [zone=normal color=blue max_drones=2]
hub: node_257736743 51220 544016 [zone=normal color=blue max_drones=2]
hub: node_278415664 51220 544019 [zone=normal color=blue max_drones=2]
hub: node_258054248 51295 544016 [zone=normal color=blue max_drones=2]
hub: node_258359606 51249 544028 [zone=normal color=blue max_drones=2]
hub: node_265072573 51255 544030 [zone=normal color=blue max_drones=2]
hub: node_260000111 51265 544007 [zone=normal color=blue max_drones=2]
hub: node_266479893 51285 544010 [zone=normal color=blue max_drones=2]
hub: node_260000114 51267 543999 [zone=normal color=blue max_drones=2]
hub: node_266644767 51264 543999 [zone=normal color=blue max_drones=2]
hub: node_260000123 51284 543997 [zone=normal color=blue max_drones=2]
hub: node_260000117 51264 543982 [zone=normal color=blue max_drones=2]
hub: node_266374667 51263 543978 [zone=normal color=blue max_drones=2]
hub: node_1116959519 51248 543977 [zone=normal color=blue max_drones=2]
hub: node_268919523 51257 543971 [zone=normal color=blue max_drones=2]
hub: node_1085915934 51283 543993 [zone=normal color=blue max_drones=2]
hub: node_266524726 51285 544011 [zone=normal color=blue max_drones=2]
hub: node_266504479 51261 544027 [zone=normal color=blue max_drones=2]
hub: node_265072572 51260 544031 [zone=normal color=blue max_drones=2]
hub: node_260659007 51369 544161 [zone=normal color=blue max_drones=2]
hub: node_260659013 51364 544158 [zone=normal color=blue max_drones=2]
hub: node_260806807 51345 544169 [zone=normal color=blue max_drones=2]
hub: node_725549100 51339 544066 [zone=normal color=blue max_drones=2]
hub: node_272475480 51341 544056 [zone=normal color=blue max_drones=2]
hub: node_262537523 51359 544059 [zone=normal color=blue max_drones=2]
hub: node_262537525 51350 544058 [zone=normal color=blue max_drones=2]
hub: node_262688008 51414 544127 [zone=normal color=blue max_drones=10]
hub: node_695065567 51415 544128 [zone=normal color=blue max_drones=10]
hub: node_264134730 51106 544084 [zone=normal color=blue max_drones=2]
hub: node_264284237 51112 544094 [zone=normal color=blue max_drones=2]
hub: node_264134726 51120 544094 [zone=normal color=blue max_drones=2]
hub: node_264134732 51119 544088 [zone=normal color=blue max_drones=2]
hub: node_264134728 51125 544094 [zone=normal color=blue max_drones=2]
hub: node_264285279 51130 544088 [zone=normal color=blue max_drones=2]
hub: node_264285310 51140 544082 [zone=normal color=blue max_drones=2]
hub: node_264285315 51145 544076 [zone=normal color=blue max_drones=5]
hub: node_10882835281 51127 544104 [zone=normal color=blue max_drones=2]
hub: node_264383357 51646 544539 [zone=normal color=blue max_drones=2]
hub: node_265072575 51256 544025 [zone=normal color=blue max_drones=2]
hub: node_1600874629 51290 544048 [zone=normal color=blue max_drones=2]
hub: node_265590624 51142 544070 [zone=normal color=blue max_drones=2]
hub: node_265612304 51134 544072 [zone=normal color=blue max_drones=2]
hub: node_1071285584 51121 544071 [zone=normal color=blue max_drones=2]
hub: node_265612292 51122 544069 [zone=normal color=blue max_drones=5]
hub: node_265612307 51125 544068 [zone=normal color=blue max_drones=2]
hub: node_1116630376 51123 544060 [zone=normal color=blue max_drones=2]
hub: node_266011021 51448 544067 [zone=normal color=blue max_drones=2]
hub: node_1397560981 51464 544082 [zone=normal color=blue max_drones=2]
hub: node_266504451 51277 544032 [zone=normal color=blue max_drones=2]
hub: node_266504464 51278 544031 [zone=normal color=blue max_drones=2]
hub: node_266773037 51289 544030 [zone=normal color=blue max_drones=2]
hub: node_266508433 51294 544031 [zone=normal color=blue max_drones=2]
